Transactie_Datum,Product,Prijs,Betaalwijze,Naam,Plaats,Staat,Land,Account_Aangemaakt,Laatste_Login
11/1/2009 06:46,Product2,3600,Visa,Shiree,Clondalkin,Dublin,Ireland,25/8/2007 05:48,23/2/2009 11:56
19/1/2009 14:26,Product1,1200,Mastercard,Tracey,Harold's Cross,Dublin,Ireland,6/1/2009 13:24,23/2/2009 12:02
31/1/2009 06:14,Product1,1200,Diners,Scott,Sag Harbor,NY,United States,27/6/2008 04:15,23/2/2009 13:36
6/1/2009 09:31,Product1,1200,Visa,Frances,San Diego,CA,United States,4/1/2009 03:18,23/2/2009 15:39
21/1/2009 07:31,Product1,1200,Mastercard,Beatrice,Wilmington,DE,United States,25/3/2008 13:23,23/2/2009 16:29
20/1/2009 17:23,Product2,3600,Visa,Jessica,Toronto,Ontario,Canada,20/1/2008 18:01,23/2/2009 19:35
29/1/2009 12:10,Product1,1200,Amex,Alison,Issaquah,WA,United States,1/11/2007 21:25,23/2/2009 21:58
24/1/2009 23:21,Product1,1200,Visa,elaine,Phuket,Phuket,Thailand,24/1/2009 22:47,24/2/2009 01:12
28/1/2009 10:37,Product1,1200,Visa,Chevonne,Athina,Attiki,Greece,8/5/2008 04:26,24/2/2009 02:58
30/1/2009 14:36,Product1,1200,Visa,danielle,Geneve,Geneve,Switzerland,30/1/2009 13:50,24/2/2009 03:15
21/1/2009 02:07,Product1,1200,Mastercard,Caroline and Jonathan,Chichester,England,United Kingdom,14/2/2006 14:43,24/2/2009 03:29
26/1/2009 06:37,Product1,1200,Visa,manuela,Massagno,Ticino,Switzerland,4/6/2008 11:55,24/2/2009 05:30
4/1/2009 14:27,Product1,1200,Visa,Carole,Cardiff,Wales,United Kingdom,14/12/2005 10:47,24/2/2009 07:30
9/1/2009 03:03,Product2,3600,Amex,Ghislaine,Ferney-Voltaire,Rhone-Alpes,France,28/3/2008 05:53,24/2/2009 08:10
8/1/2009 19:26,Product2,3600,Visa,Christian,Mableton,GA,United States,30/11/2007 10:44,24/2/2009 08:22
10/1/2009 16:02,Product1,1200,Visa,Hollie,San Diego,CA,United States,12/10/2007 13:03,24/2/2009 08:32
6/1/2009 06:31,Product1,1200,Visa,mike,La Louviere,Hainaut,Belgium,3/1/2009 05:24,24/2/2009 08:32
23/1/2009 13:13,Product1,1200,Mastercard,Malahat,Minneapolis,MN,United States,3/4/2007 12:56,24/2/2009 08:46
18/1/2009 17:55,Product1,1200,Amex,Michaela,Mafra,Santa Catarina,Brazil,9/3/2008 09:39,24/2/2009 10:09
5/1/2009 15:15,Product1,1200,Amex,Amy,Ashford,England,United Kingdom,18/8/2005 02:04,24/2/2009 10:35
2/1/2009 10:32,Product1,1200,Mastercard,Brandi,Edmonton,Alberta,Canada,24/12/2008 15:23,24/2/2009 12:08
25/1/2009 09:27,Product1,1200,Visa,erin,London,England,United Kingdom,4/9/2006 14:35,24/2/2009 13:37
5/1/2009 06:12,Product1,1200,Diners,Tracy,Lucca,Tuscany,Italy,4/1/2009 06:19,24/2/2009 13:56
6/1/2009 02:41,Product1,1200,Visa,Polyxene,Perth,Western Australia,Australia,20/11/2005 23:46,24/2/2009 16:04
27/1/2009 14:42,Product2,3600,Mastercard,Jean,Arlington,VA,United States,8/1/2009 11:01,24/2/2009 16:38
8/1/2009 12:03,Product1,1200,Diners,Andrea,Calgary,Alberta,Canada,13/8/2008 15:58,24/2/2009 17:41
29/1/2009 12:16,Product1,1200,Mastercard,Jessica,Chiefland,FL,United States,27/1/2009 15:56,24/2/2009 18:29
19/1/2009 10:47,Product1,1200,Mastercard,David,Stavenger,Rogaland,Norway,13/1/2009 13:53,25/2/2009 00:40
8/1/2009 02:49,Product2,3600,Mastercard,Caroline,Begnins,Vaud,Switzerland,7/1/2009 04:14,25/2/2009 01:37
19/1/2009 17:40,Product1,1200,Visa,Riche Lou,Newton,MA,United States,12/3/2007 07:21,25/2/2009 02:28
11/1/2009 00:15,Product1,1200,Mastercard,Chris,Den Haag,Zuid-Holland,Netherlands,7/5/2007 04:07,25/2/2009 04:04
16/1/2009 05:12,Product2,3600,Visa,Karen,Berikon,Aargau,Switzerland,19/10/2007 12:31,25/2/2009 05:12
19/1/2009 06:52,Product1,1200,Diners,melanie,Santa Barbaraa,Heredia,Costa Rica,19/1/2009 06:45,25/2/2009 05:44
26/1/2009 01:14,Product1,1200,Visa,beatrice,Churra,Murcia,Spain,23/1/2009 01:57,25/2/2009 05:47
30/1/2009 10:31,Product1,1200,Mastercard,lorna,Castle Rock,CO,United States,6/10/2008 16:31,25/2/2009 07:42
23/1/2009 05:52,Product1,1200,Amex,Tary,Zug,Zug,Switzerland,23/1/2009 01:22,25/2/2009 09:40
7/1/2009 09:54,Product1,1200,Visa,Julie,Ashford,England,United Kingdom,7/1/2009 09:17,25/2/2009 10:18
1/1/2009 16:44,Product1,1200,Amex,Julie,Rockville,MD,United States,12/9/2008 10:36,25/2/2009 10:48
23/1/2009 09:27,Product1,1200,Mastercard,Jerome,Madrid,Madrid,Spain,19/2/2008 02:01,25/2/2009 11:38
22/1/2009 12:56,Product1,1200,Visa,Laleh,Aasgaardstrand,Vestfold,Norway,20/1/2009 13:13,25/2/2009 12:03
16/1/2009 13:35,Product1,1200,Visa,Michael,Milano,Lombardy,Italy,16/1/2009 12:43,25/2/2009 13:59
13/1/2009 09:26,Product1,1200,Visa,Kerry,Anieres,Geneve,Switzerland,24/1/2006 13:15,25/2/2009 14:05
25/1/2009 11:35,Product3,7500,Mastercard,Anita,Fresno,TX,United States,24/1/2009 09:24,25/2/2009 14:22
26/1/2009 14:02,Product1,1200,Mastercard,Veronique,Fresno,TX,United States,24/1/2009 09:24,25/2/2009 14:22
7/1/2009 13:26,Product1,1200,Visa,Sarah,Warwick,Quebec,Canada,27/7/2003 13:18,25/2/2009 15:16
15/1/2009 11:45,Product1,1200,Diners,Simone,Watford,England,United Kingdom,4/9/2008 03:01,25/2/2009 15:21
27/1/2009 12:02,Product1,1200,Visa,Jackie,Waterford,Waterford,Ireland,10/3/2008 13:51,25/2/2009 15:41
28/1/2009 14:09,Product1,1200,Visa,giovanna,Pruszkow,Mazowieckie,Poland,28/1/2009 13:40,25/2/2009 16:19
23/1/2009 07:13,Product1,1200,Visa,Elizabeth,Hamilton,Hamilton,Bermuda,19/1/2009 06:03,25/2/2009 16:20
22/1/2009 15:59,Product2,3600,Visa,Lisa,Ottawa,Ontario,Canada,21/1/2009 09:28,25/2/2009 17:15
16/1/2009 10:27,Product1,1200,Mastercard,Maki,Montgomery,TX,United States,15/1/2009 08:52,25/2/2009 17:24
26/1/2009 22:45,Product1,1200,Amex,Anjan,Tokyo,Tokyo,Japan,15/5/2008 19:33,25/2/2009 17:34
25/1/2009 18:33,Product1,1200,Mastercard,Sarah,Manteno,IL,United States,25/1/2009 15:56,25/2/2009 19:27
16/1/2009 06:13,Product1,1200,Mastercard,Niamh,Benoni,Gauteng,South Africa,16/1/2009 05:22,25/2/2009 23:19
12/1/2009 17:19,Product2,3600,Diners,elizabeth r,Winter Haven,FL,United States,12/1/2009 16:18,26/2/2009 00:42
2/1/2009 04:21,Product1,1200,Visa,Elaine,Tranby,Buskerud,Norway,30/7/2007 11:42,26/2/2009 03:18
5/1/2009 03:03,Product1,1200,Diners,Elizabeth,Cork,Cork,Ireland,21/5/2008 07:50,26/2/2009 04:05
15/1/2009 15:22,Product1,1200,Visa,Sara,Fort Lauderdale,FL,United States,6/1/2009 18:19,26/2/2009 05:52
26/1/2009 05:38,Product2,3600,Amex,Tulin,Cranberry Twp,PA,United States,28/9/2008 19:40,26/2/2009 06:04
24/1/2009 10:38,Product1,1200,Visa,Kenneth,Arlington,VA,United States,24/1/2009 09:27,26/2/2009 06:08
2/1/2009 07:30,Product1,1200,Mastercard,Fiona,Lake Ronkonkoma,NY,United States,27/10/2008 00:00,26/2/2009 06:14
26/1/2009 06:38,Product1,1200,Visa,Christian,Alexandria,VA,United States,25/1/2009 10:13,26/2/2009 07:16
17/1/2009 07:56,Product3,7500,Diners,Michel,Lipari,Sicilia,Italy,17/1/2009 07:25,26/2/2009 07:32
17/1/2009 07:58,Product3,7500,Diners,natalie,Lipari,Sicilia,Italy,17/1/2009 07:25,26/2/2009 07:32
18/1/2009 04:32,Product1,1200,Diners,jure,Lipari,Sicilia,Italy,17/1/2009 07:25,26/2/2009 07:32
26/1/2009 08:00,Product1,1200,Amex,Elizabeth,Bluffton,SC,United States,23/1/2009 11:12,26/2/2009 07:49
11/1/2009 08:41,Product1,1200,Amex,Juliann,Winter Spgs,FL,United States,8/1/2008 07:24,26/2/2009 08:17
21/1/2009 10:32,Product1,1200,Mastercard,Julie,Chelmsford,MA,United States,23/5/2007 11:55,26/2/2009 08:38
29/1/2009 12:27,Product1,1200,Mastercard,philippa katherine,Cabinteely,Dublin,Ireland,8/11/2006 04:50,26/2/2009 10:09
13/1/2009 13:19,Product2,3600,Mastercard,Anthony,Toronto,Ontario,Canada,16/3/2006 19:11,26/2/2009 11:19
31/1/2009 18:12,Product1,1200,Visa,matthew,Cincinnati,OH,United States,2/4/2006 11:49,26/2/2009 12:03
22/1/2009 15:35,Product1,1200,Visa,Steven,Houston,TX,United States,24/2/2008 16:57,26/2/2009 12:06
5/1/2009 11:24,Product1,1200,Amex,Angie,Rodeo,CA,United States,25/1/2008 16:50,26/2/2009 12:15
23/1/2009 11:23,Product1,1200,Mastercard,Lauren,Poughkeepsie,NY,United States,26/8/2008 09:37,26/2/2009 12:17
7/1/2009 20:55,Product1,1200,Mastercard,Esther,Cincinnati,OH,United States,7/1/2009 20:25,26/2/2009 12:24
13/1/2009 09:40,Product1,1200,Visa,Elizabeth,North Eastham,MA,United States,26/1/2005 19:09,26/2/2009 12:45
25/1/2009 15:18,Product2,3600,Visa,marie-louise,Sitka,AK,United States,2/3/2008 15:27,26/2/2009 12:58
30/1/2009 20:58,Product2,3600,Mastercard,Tanya,Carcross,Yukon Territory,Canada,30/1/2009 14:05,26/2/2009 13:06
31/1/2009 04:50,Product1,1200,Mastercard,Detlev,Taby,Stockholm,Sweden,12/1/2009 01:03,26/2/2009 13:12
20/1/2009 10:05,Product2,3600,Visa,Stephen,Calgary,Alberta,Canada,9/1/2009 10:36,26/2/2009 13:28
9/1/2009 05:15,Product1,1200,Visa,Roza,Alcobendas,Madrid,Spain,9/9/2008 09:08,26/2/2009 14:24
13/1/2009 07:09,Product2,3600,Amex,John,Chicago,IL,United States,8/1/2009 13:49,26/2/2009 15:14
3/1/2009 11:03,Product1,1200,Mastercard,paula,Sammamish,WA,United States,1/1/2009 22:43,26/2/2009 15:30
17/1/2009 20:51,Product1,1200,Visa,Kathryn,Waiau Pa,Auckland,New Zealand,6/1/2009 21:52,26/2/2009 16:19
5/1/2009 07:55,Product1,1200,Mastercard,Isabelle,Ewa Beach,HI,United States,31/12/2008 07:40,26/2/2009 17:47
25/1/2009 14:40,Product1,1200,Visa,Maureen,Statesville,NC,United States,25/1/2009 13:52,26/2/2009 18:38
25/1/2009 17:55,Product1,1200,Visa,David,Kapaa,HI,United States,24/1/2009 12:18,26/2/2009 20:21
3/1/2009 12:54,Product1,1200,Diners,caterina,Burbank,CA,United States,30/12/2008 08:39,26/2/2009 20:22
22/1/2009 03:57,Product2,3600,Mastercard,Parth,Oegstgeest,Zuid-Holland,Netherlands,20/1/2009 14:36,27/2/2009 01:59
23/1/2009 05:11,Product1,1200,Visa,Alexia,Blackrock,Dublin,Ireland,15/7/2008 07:20,27/2/2009 04:00
25/1/2009 11:52,Product2,3600,Mastercard,Gloria Gail,WalcProduct3ee,Tyrol,Austria,25/1/2009 05:03,27/2/2009 05:37
10/1/2009 04:12,Product1,1200,Visa,Gloria Gail,Foxrock,Dublin,Ireland,7/1/2009 07:39,27/2/2009 06:33
10/1/2009 09:32,Product2,3600,Mastercard,Cheryl,Hilton Head,SC,United States,10/1/2005 21:39,27/2/2009 07:33
22/1/2009 12:45,Product3,7500,Visa,Frank and Christelle,Valley Center,CA,United States,22/1/2009 10:25,27/2/2009 10:49
6/1/2009 18:11,Product2,3600,Mastercard,Triona,Swampscott,MA,United States,9/6/2006 08:57,27/2/2009 13:00
19/1/2009 05:56,Product1,1200,Visa,Allison,Edinburgh,Scotland,United Kingdom,27/7/2008 11:58,27/2/2009 14:35
25/1/2009 10:50,Product1,1200,Diners,Phillip,San Antonio,TX,United States,29/5/2008 19:51,27/2/2009 14:44
14/1/2009 08:38,Product1,1200,Visa,jingyan,Bristol,RI,United States,12/3/2007 15:14,27/2/2009 17:13
2/1/2009 17:24,Product2,3600,Diners,clara,Perth,Western Australia,Australia,1/1/2009 21:20,27/2/2009 18:43
7/1/2009 18:15,Product1,1200,Mastercard,Selma,Greenville,TX,United States,5/1/2009 18:16,27/2/2009 19:07
3/1/2009 21:19,Product1,1200,Visa,Doug and Tina,Pls Vrds Est,CA,United States,24/12/2007 22:59,27/2/2009 21:40
4/1/2009 05:13,Product1,1200,Visa,Lauren,Hradec Kralove,East Bohemia,Czech Republic,5/3/2006 00:51,27/2/2009 23:30
4/1/2009 09:28,Product1,1200,Visa,Jen,Maidstone,England,United Kingdom,18/7/2005 14:17,28/2/2009 02:28
2/1/2009 04:34,Product1,1200,Visa,gladys,Saint Albans,England,United Kingdom,10/1/2006 04:20,28/2/2009 03:43
22/1/2009 11:10,Product1,1200,Mastercard,Gustavo,Voluntari,Bucuresti,Romania,28/7/2008 11:12,28/2/2009 07:52
7/1/2009 12:06,Product1,1200,Visa,Erica,Nadur,,Malta,30/3/2006 02:02,28/2/2009 07:59
29/1/2009 13:25,Product1,1200,Diners,Hale,Morrison,CO,United States,3/11/2005 18:14,28/2/2009 08:27
27/1/2009 02:57,Product1,1200,Visa,Rosemary,Cobham,England,United Kingdom,27/1/2009 02:50,28/2/2009 09:22
7/1/2009 13:19,Product1,1200,Visa,Darian,Izmir,Izmir,Turkey,26/8/2008 07:33,28/2/2009 09:54
23/1/2009 10:04,Product1,1200,Mastercard,Kevin,Hollywood,CA,United States,30/5/2006 20:25,28/2/2009 09:59
19/1/2009 04:55,Product1,1200,Visa,Alyssa,Brighton,England,United Kingdom,19/2/2008 09:27,28/2/2009 10:06
28/1/2009 22:02,Product1,1200,Visa,Hale,Hawera,Taranaki,New Zealand,23/1/2009 22:31,28/2/2009 12:43
4/1/2009 18:57,Product1,1200,Mastercard,KELI,Worongary,Queensland,Australia,23/12/2008 15:17,28/2/2009 14:00
12/1/2009 20:31,Product1,1200,Visa,Glen,Atlantida,Guatemala,Guatemala,6/1/2009 16:53,28/2/2009 14:39
24/1/2009 12:00,Product1,1200,Visa,T,El Escorial,Madrid,Spain,30/12/2008 15:19,28/2/2009 15:17
28/1/2009 11:19,Product1,1200,Visa,christal,Morrison,CO,United States,20/6/2004 17:16,28/2/2009 17:18
7/1/2009 17:48,Product1,1200,Mastercard,Alex,Augusta,GA,United States,10/6/2005 20:25,28/2/2009 19:57
23/1/2009 12:42,Product2,3600,Mastercard,Anke,Avalon,New South Wales,Australia,3/3/2008 17:38,28/2/2009 22:26
7/1/2009 19:48,Product2,3600,Mastercard,TRICIA,Sydney,New South Wales,Australia,21/9/2008 20:49,1/3/2009 00:14
26/1/2009 11:19,Product1,1200,Mastercard,smith,Lahti,Etela-Suomen Laani,Finland,4/1/2009 05:25,1/3/2009 00:39
5/1/2009 13:23,Product1,1200,Visa,Macy,Inner City,Vienna,Austria,5/1/2009 11:28,1/3/2009 02:28
26/1/2009 13:41,Product1,1200,Mastercard,Lesleigh,Baden,Aargau,Switzerland,23/10/2005 09:23,1/3/2009 03:11
20/1/2009 10:42,Product2,3600,Diners,esther,Huddersfield,England,United Kingdom,20/1/2009 09:15,1/3/2009 03:29
22/1/2009 14:25,Product1,1200,Visa,Hans-Joerg,Belfast,Northern Ireland,United Kingdom,10/11/2008 12:15,1/3/2009 03:37
28/1/2009 05:36,Product2,3600,Visa,Christiane,Black River,Black River,Mauritius,9/1/2009 08:10,1/3/2009 04:40
1/1/2009 04:24,Product3,7500,Amex,Pamela,Skaneateles,NY,United States,28/12/2008 17:28,1/3/2009 07:21
8/1/2009 11:55,Product1,1200,Diners,julie,Haverhill,England,United Kingdom,29/11/2006 13:31,1/3/2009 07:28
12/1/2009 21:30,Product1,1200,Visa,Julia,Madison,WI,United States,17/11/2008 22:24,1/3/2009 10:14
